domain_tax,phylum_tax,class_tax,order_tax,family_tax,subfamily,otu_id,rep_prokMSA_id,rep_acc,taxa_string,rep_prokMSAname,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk_10,wk_11,wk_12,wk_13,wk_14,wk_15,wk_16,wk_17
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Bradyrhizobiaceae,sf_1,7522,59954,AF509906.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Bradyrhizobiaceae;sf_1;7522,Bradyrhizobium sp. str. KKI14,1955,2481,1877,3070,1339,2914,2460,2625,2403,2182,3165,3136,2657,2794,2428,2939,2585
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Hyphomicrobiaceae,sf_1,7473,56510,AY102318.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Hyphomicrobiaceae;sf_1;7473,heavy metal-contaminated soil clone a13111,1632,1954,1796,2744,1374,2352,2802,2849,2120,1656,2716,2809,2279,2468,1929,2602,2055
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Hyphomicrobiaceae,sf_1,7641,4622,Y14309.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Hyphomicrobiaceae;sf_1;7641,Hyphomicrobium facile str. H-526,2115,2536,2107,2775,2285,2641,3788,4792,3569,1859,4025,3986,2684,3521,2050,3423,2237
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Hyphomicrobiaceae,sf_1,7646,4635,Y14304.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Hyphomicrobiaceae;sf_1;7646,Hyphomicrobium aestuarii,3282,3123,2756,3662,1802,3441,4048,3597,3625,2583,4076,4195,3189,3413,2347,3493,2519
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Methylobacteriaceae,sf_1,7004,81189,AY169421.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Methylobacteriaceae;sf_1;7004,Methylobacterium fujisawaense,3449,3145,2981,3397,2367,4048,4932,5537,4227,2868,5120,5388,3949,4419,2880,4812,3123
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Methylobacteriaceae,sf_1,7585,4788,U58018.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Methylobacteriaceae;sf_1;7585,Methylobacterium thiocyanatum str. ALL/SCN-P,3425,4007,3210,4122,4185,4340,5170,6162,5145,3230,6141,6014,4273,4966,3296,5222,3465
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Methylobacteriaceae,sf_1,7593,4807,D32226.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Methylobacteriaceae;sf_1;7593,Methylobacterium organophilum,561,1154,389,1273,331,1283,612,605,879,993,1225,1061,1361,1292,1426,1225,1551
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Methylobacteriaceae,sf_1,7611,26317,AJ400919.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Methylobacteriaceae;sf_1;7611,Methylobacterium mesophilicum str. JCM 2829,1355,2316,1350,2502,751,2429,906,1246,2164,2175,2690,2612,2785,3435,2100,3165,2628
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Unclassified,sf_1,6711,82197,AY078053.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Unclassified;sf_1;6711,Microvirga subterranea str. FaiI4; ATCC BAA-295; DSM 14364,2551,2715,2097,3443,1773,3575,3751,3547,3468,2395,3819,4050,3115,3246,2627,3709,2675
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Unclassified,sf_1,7067,39566,AB033757.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Unclassified;sf_1;7067,Blastochloris sulfoviridis str. GN1,1910,2145,1606,2676,1214,2845,2535,2472,2379,1867,2648,2914,2579,2572,2276,2962,2358
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Unclassified,sf_1,7143,47211,AF288309.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Unclassified;sf_1;7143,Bosea massiliensis str. 63287,1062,1438,988,2830,711,2131,1231,1330,1490,1343,2132,2021,1857,1759,1698,1841,1754
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Unclassified,sf_1,7199,76517,AJ532683.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Unclassified;sf_1;7199,uranium mill tailings clone Gitt-KF-194,3174,3206,3013,3257,2193,3870,4330,4563,3891,2707,4634,4660,3838,3923,2774,4473,2919
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Unclassified,sf_1,7255,105473,AB159685.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Unclassified;sf_1;7255,Pleomorphomonas oryzae str. B-32,1408,1724,1023,2285,862,2017,1573,2016,1324,1433,1683,1751,1971,1791,1613,1940,1712
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Unclassified,sf_1,7264,66234,AF508112.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Unclassified;sf_1;7264,Bosea thiooxidans TJ1,2663,2529,2019,3071,1179,3558,3779,3555,3169,2475,3444,3982,2950,3204,2606,3757,2606
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Unclassified,sf_1,7659,60394,AF513446.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Unclassified;sf_1;7659,Rhizobiaceae isolate str. LA52,2169,2503,1490,3058,1500,2951,2821,3124,3041,2293,3961,3548,2848,3260,2257,3860,2519
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobiales,Xanthobacteraceae,sf_1,6660,4708,D11342.1,Bacteria;Proteobacteria;Alphaproteobacteria;Bradyrhizobiales;Xanthobacteraceae;sf_1;6660,Azorhizobium caulinodans,2354,2494,2695,2956,1189,3527,3733,4238,3340,2368,3789,4173,3379,3633,2324,4233,2598
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,sf_1,6781,5578,AB023784.1,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;sf_1;6781,Brevundimonas intermedia str. MBIC2712 ATCC15262,3446,3836,3332,4056,3756,4164,5020,5559,4089,2909,5441,5213,3916,4367,3031,4794,3151
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,sf_1,6904,5571,AB021414.1,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;sf_1;6904,Brevundimonas vesicularis str. IAM 12105T,3052,3433,2931,3800,3288,3920,4100,4411,3513,2714,4562,4421,3656,3903,2865,4298,3020
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,sf_1,6909,5593,X87274.1,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;sf_1;6909,Brevundimonas diminuta,3145,3360,2990,3527,3740,4000,4482,4687,3656,2931,4891,4621,3707,3944,2878,4317,3007
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,sf_1,6968,5595,AB021415.1,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;sf_1;6968,Brevundimonas diminuta str. IAM 12691T,3303,3511,3280,3817,3619,3912,4471,4487,3591,2814,4843,4447,3669,3893,2898,4593,2960
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,sf_1,7257,55270,AJ459874.1,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;sf_1;7257,larval intestine clone D,2067,2126,1978,1989,1921,2626,3067,3496,2856,1910,4217,3489,2827,3067,2130,3434,2365
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,sf_1,7335,5517,X97079.1,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;sf_1;7335,species (isolate TM 16) clone,1461,1709,1446,2266,1437,1921,1890,2201,1653,1259,2255,2081,1693,1771,1468,1942,1576
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,sf_1,7359,5579,AJ227782.1,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;sf_1;7359,Brevundimonas bacteroides str. CB7,2978,3446,2984,3777,3393,3731,4039,4346,3382,2589,4498,4294,3510,3772,2776,4041,2839
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,sf_1,7366,5617,AJ227784.1,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;sf_1;7366,Brevundimonas subvibrioides str. CB81,2978,3446,2984,3777,3393,3731,4039,4346,3382,2589,4498,4294,3510,3772,2776,4041,2839
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,sf_1,7436,5583,AJ227797.1,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;sf_1;7436,Brevundimonas sp. str. FWC40,2986,3356,2872,3671,3369,3880,4305,4746,3783,2824,5070,4676,3746,4036,2829,4526,3016
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,sf_1,7578,5554,AJ227774.1,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;sf_1;7578,Caulobacter sp. str. FWC38,297,532,195,564,273,350,170,144,259,260,415,278,394,473,446,441,683
Bacteria,Proteobacteria,Alphaproteobacteria,Consistiales,Caedibacteraceae,sf_3,7010,74136,AJ428412.1,Bacteria;Proteobacteria;Alphaproteobacteria;Consistiales;Caedibacteraceae;sf_3;7010,periodontal pocket clone 10B6,1754,2114,1850,2199,814,3121,2393,3092,2879,2022,2810,3283,2866,2828,1723,3301,2030
Bacteria,Proteobacteria,Alphaproteobacteria,Consistiales,Caedibacteraceae,sf_4,7157,60700,AF533506.1,Bacteria;Proteobacteria;Alphaproteobacteria;Consistiales;Caedibacteraceae;sf_4;7157,acid mine drainage clone ASL45,1692,1881,1816,2294,1722,2394,2422,2562,2258,1563,2508,2692,2036,2404,1763,2681,1833
Bacteria,Proteobacteria,Alphaproteobacteria,Consistiales,Caedibacteraceae,sf_5,6947,77922,AB089084.2,Bacteria;Proteobacteria;Alphaproteobacteria;Consistiales;Caedibacteraceae;sf_5;6947,termite gut homogenate clone Rs-B60 proteobacterium,3107,2697,2436,3448,2575,3750,4078,3410,2737,2444,3742,4013,3002,3447,2583,4201,2679
Bacteria,Proteobacteria,Alphaproteobacteria,Consistiales,SAR11,sf_2,7043,22763,AF353223.1,Bacteria;Proteobacteria;Alphaproteobacteria;Consistiales;SAR11;sf_2;7043,marine clone Arctic95D-8,1374,1500,1494,2659,702,2013,1395,1338,1154,1522,1351,1676,1510,1379,1636,1569,1517
Bacteria,Proteobacteria,Alphaproteobacteria,Consistiales,Unclassified,sf_4,6810,68974,AY033325.1,Bacteria;Proteobacteria;Alphaproteobacteria;Consistiales;Unclassified;sf_4;6810,marine bacterioplankton clone MB13F01,2426,2280,2321,2439,1046,3072,3271,3077,2970,2188,2957,3353,2754,2925,2229,3459,2248
Bacteria,Proteobacteria,Alphaproteobacteria,Consistiales,Unclassified,sf_4,7105,102345,AB186982.1,Bacteria;Proteobacteria;Alphaproteobacteria;Consistiales;Unclassified;sf_4;7105,Mariana trough hydrothermal vent water 0.2micro-m filterable fraction clone MT-NB25,2302,2170,2349,2187,777,3108,3333,3264,3020,2009,3014,3420,2847,2891,1990,3572,2158
Bacteria,Proteobacteria,Alphaproteobacteria,Consistiales,Unclassified,sf_5,6735,61204,AF510192.1,Bacteria;Proteobacteria;Alphaproteobacteria;Consistiales;Unclassified;sf_5;6735,Candidatus Pelagibacter ubique,1974,1949,1918,2912,916,2517,1892,1782,1473,1777,1772,1973,1958,1797,2041,2015,1869
Bacteria,Proteobacteria,Alphaproteobacteria,Devosia,Unclassified,sf_1,7626,57724,AF469072.1,Bacteria;Proteobacteria;Alphaproteobacteria;Devosia;Unclassified;sf_1;7626,Devosia neptuniae str. J1,81,958,187,689,187,674,627,831,1079,320,1164,863,837,1224,556,716,801
Bacteria,Proteobacteria,Alphaproteobacteria,Ellin314/wr0007,Unclassified,sf_1,7123,76595,AJ518774.1,Bacteria;Proteobacteria;Alphaproteobacteria;Ellin314/wr0007;Unclassified;sf_1;7123,uranium mining waste pile near Johanngeorgenstadt soil clone JG37-AG-102,3936,3834,3789,3212,3084,4355,5958,6384,4966,3287,6141,6004,4132,4590,2909,5597,3276
Bacteria,Proteobacteria,Alphaproteobacteria,Ellin314/wr0007,Unclassified,sf_1,7222,60574,AF407727.1,Bacteria;Proteobacteria;Alphaproteobacteria;Ellin314/wr0007;Unclassified;sf_1;7222,Great Artesian Basin clone B79,3380,3624,3182,3511,2971,4091,4617,4677,4593,3140,5879,5388,4024,4307,2809,5077,3349
Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329/Riz1046,Unclassified,sf_1,6945,74124,AB081581.1,Bacteria;Proteobacteria;Alphaproteobacteria;Ellin329/Riz1046;Unclassified;sf_1;6945,rhizosphere isolate A48,2498,2520,2250,3413,1756,3155,3140,2494,2936,2319,2898,3408,2636,2577,2214,3261,2280
Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329/Riz1046,Unclassified,sf_1,7182,58110,AF498714.1,Bacteria;Proteobacteria;Alphaproteobacteria;Ellin329/Riz1046;Unclassified;sf_1;7182,soil isolate Ellin332,2266,2254,2110,2546,1662,2857,2907,2720,2599,1888,3024,2934,2407,2561,2091,3037,2002
Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329/Riz1046,Unclassified,sf_1,7194,58086,AF498744.1,Bacteria;Proteobacteria;Alphaproteobacteria;Ellin329/Riz1046;Unclassified;sf_1;7194,soil isolate Ellin362,2836,2942,2778,3281,2591,3540,3445,3576,3310,2369,4043,3801,3098,3205,2647,3668,2656
Bacteria,Proteobacteria,Alphaproteobacteria,Fulvimarina,Unclassified,sf_1,7281,77907,AY178860.1,Bacteria;Proteobacteria;Alphaproteobacteria;Fulvimarina;Unclassified;sf_1;7281,Fulvimarina pelagi str. HTCC2506,2147,2278,2195,3096,1731,2780,2708,2991,2364,1846,3873,3384,2836,3093,2244,3555,2318
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,sf_1,7056,25998,AJ278187.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;sf_1;7056,Bartonella schoenbuchensis str. R1,2497,3006,2807,3414,1963,3481,3667,3848,3360,2531,3866,3918,3251,3333,2744,3946,2862
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,sf_1,7384,5492,U87831.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;sf_1;7384,aortic heart valve patient with endocarditis clone v9,2373,2877,2599,3371,1535,3410,3013,2586,2831,2477,2957,3191,3049,2834,2746,3555,2845
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,sf_1,7415,107955,NC_005955.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;sf_1;7415,Bartonella quintana str. Toulouse,2591,2988,2764,3292,2081,3484,3658,3611,3276,2415,3614,3731,3192,3258,2642,3709,2752
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,sf_1,7634,108366,NC_005956.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;sf_1;7634,Bartonella henselae str. Houston-1,2312,2882,2666,3311,1765,3389,3228,3206,3043,2416,3430,3510,3104,3107,2670,3665,2796
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinck/Rhodoplan/Methylocyst,sf_1,7591,80741,AY192274.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinck/Rhodoplan/Methylocyst;sf_1;7591,Rocky Mountain alpine soil clone W2b-8B,2578,2577,2110,2727,1164,3491,2946,3326,3262,2245,3730,3716,3316,3124,2528,3762,2732
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,sf_1,7029,16718,AJ318118.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;sf_1;7029,Waste-gas biofilter clone BIfci45,3506,3663,3157,3804,3078,4105,5015,5951,4721,3066,5833,5653,3826,4477,3044,4992,3178
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,sf_1,7096,49111,AY037671.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;sf_1;7096,earthworm cast clone C013,1575,2177,1532,2981,1516,2304,1829,2182,2201,1743,2715,2614,2390,2279,2044,2399,2073
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,sf_1,6757,108389,AY776289.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;sf_1;6757,Ochrobactrum anthropi str. ESC1,1903,2497,2684,3004,1485,2778,2735,2808,2688,1994,2854,2987,2635,2734,2290,2993,2376
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,sf_1,6981,76582,AJ519939.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;sf_1;6981,Ochrobactrum gallinifaecis str. Iso 196,2290,2793,2953,3021,1899,3178,3422,3574,3181,2305,3420,3563,3033,3197,2435,3441,2593
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,sf_1,6995,5165,AJ242581.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;sf_1;6995,Ochrobactrum grignonense str. OgA9a,2416,2994,3082,3420,2028,3388,3514,3746,3229,2433,3639,3739,3222,3357,2613,3681,2791
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,sf_1,7310,5164,D63836.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;sf_1;7310,Ochrobacterium sp. IFO12950,1097,1883,3978,2294,1384,1832,2086,2210,2381,1288,2672,2375,2127,2427,1705,2133,1677
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,sf_1,6822,4694,AF084504.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;sf_1;6822,Blastochloris viridis str. G11,1803,2018,1507,2482,1141,2637,2405,2378,2279,1723,2526,2767,2396,2440,2114,2782,2193
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,sf_1,7030,34126,AJ252701.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;sf_1;7030,Rhizosphere soil RSC-II-90 () clone RSC-II-90,2446,2790,2621,3505,2157,2977,2979,3364,2971,2227,3898,3730,3056,3231,2459,3453,2634
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,sf_1,7076,4697,AF084509.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;sf_1;7076,Blastochloris viridis str. B9,1697,2035,1465,2520,1151,2565,2217,2206,2243,1723,2414,2676,2341,2369,2128,2722,2184
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,sf_1,7101,4696,AF084507.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;sf_1;7101,Blastochloris viridis str. B5,1803,2018,1507,2482,1141,2637,2405,2378,2279,1723,2526,2767,2396,2440,2114,2782,2193
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,sf_1,7352,4665,AF084501.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;sf_1;7352,Blastochloris viridis str. G7,1694,1939,1411,2374,1009,2541,2213,2124,2118,1647,2268,2563,2302,2312,2066,2653,2144
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,sf_1,7392,76573,AJ534618.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;sf_1;7392,soil uranium mining waste pile near town Johanngeorgenstadt clone JG36-TzT-182,2291,2553,2129,3180,1690,3160,3114,3200,2925,2276,3411,3614,2981,3058,2528,3441,2617
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,6673,60695,AF534573.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;6673,Nitratireductor aquibiodomus str. NL21,2709,2731,2304,3066,2038,3315,4336,4900,3586,2356,3999,4142,3058,3419,2314,3678,2454
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,6692,108926,AY786080.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;6692,Phyllobacterium trifolii str. PETP02,2404,2754,2449,3183,1901,3311,3480,3745,3045,2396,3330,3686,3032,3121,2494,3662,2688
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,6857,81838,AY195844.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;6857,Mesorhizobium mediterraneum str. PECA20,2247,2673,2325,3060,1576,3277,3189,3431,3037,2345,3639,3695,3123,3134,2626,3690,2825
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,6916,83392,AJ441009.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;6916,lake microbial mat isolate str. R-9219,2427,3039,2901,3520,1703,3391,3731,3655,3331,2502,3908,3944,3225,3472,2690,4001,2887
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,6962,5114,AJ132378.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;6962,Defluvibacter lusatiensis str. DSM11099T,766,1256,1826,1381,399,1717,1376,1646,1855,997,2166,1935,1763,2218,1423,1902,1426
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,6966,5146,AF041447.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;6966,Mesorhizobium tianshanense str. -1BS; USDA 3592,1792,2126,1825,2517,1221,2696,2593,2797,2502,1900,2901,3005,2577,2637,2139,3021,2313
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,7009,29660,AF190214.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;7009,obtained Pfiesteria-complex dinoflagellate CCMP 1829 isolate str. RSHD3S10,3163,3358,3037,4480,1540,4113,5320,6304,3774,2621,4977,5107,3869,4568,2782,6010,3114
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,7139,5153,U50164.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;7139,Mesorhizobium loti,1681,2021,1747,2335,1001,2584,2328,2369,2361,1830,2607,2756,2480,2484,2116,2808,2258
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,7216,5135,D88524.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;7216,Ahrensia kielensis str. IAM12618,3457,3822,3459,4509,2335,4452,5708,6728,4649,3177,5516,5811,4395,5116,3339,6223,3651
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,7300,74157,AY007683.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;7300,marine isolate JP57,2778,3264,2895,3636,2838,3587,4415,5136,4115,2665,4982,4911,3461,3845,2661,4587,2841
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,7379,5118,AJ011330.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;7379,Phyllobacterium myrsinacearum HM35,2304,2566,2080,2942,1588,3147,3408,3726,2897,2230,3309,3593,2919,3082,2423,3555,2547
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,7381,5107,AJ011759.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;7381,Aminobacter aminovorans str. DSM7048T,2083,2335,2275,2860,1437,3015,3105,3399,2709,2070,3229,3323,2852,2934,2234,3444,2455
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,7497,38141,AJ294416.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;7497,Pseudaminobacter salicylatoxidans str. KTC001,2297,2697,2775,2943,1632,3309,3329,3641,3025,2419,3816,3801,3266,3338,2620,3762,2910
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,sf_1,7543,73511,AJ318199.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;sf_1;7543,Waste-gas biofilter clone BIwii1,2676,3128,3495,3360,1614,3602,4776,5162,4382,2853,5299,5579,4165,4696,3029,5694,3401
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,sf_1,6649,5267,U86344.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;sf_1;6649,Rhizobium giardinii,1734,1836,1669,2062,963,2543,2458,2543,2117,1646,2383,2626,2316,2293,1904,2645,1999
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,sf_1,6683,5217,D14516.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;sf_1;6683,Sinorhizobium fredii,2192,2542,2390,2928,1233,3256,3132,2999,2879,2240,3202,3354,2973,3008,2518,3487,2645
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,sf_1,6725,64021,AL591782.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;sf_1;6725,Sinorhizobium meliloti str. 1021,818,1569,1523,2097,710,1768,1066,909,1410,1478,1321,1247,1796,1646,1640,1730,1856
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,sf_1,6770,5276,X67234.2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;sf_1;6770,Rhizobium tropici,2171,2626,2602,3155,1498,3165,3337,3226,2959,2311,3339,3541,2941,3078,2455,3622,2593
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,sf_1,6798,56300,AF508099.1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;sf_1;6798,Agrobacterium tumefaciens TG14,2147,2651,2387,2834,1293,3148,3185,3199,3079,2190,3304,3420,2948,3017,2509,3484,2588
